gene_name	MMRF_1879_1_BM_CD138pos_T2_TSMRU_L05344	MMRF_2453_1_BM_CD138pos_T2_TSMRU_L10609
RP11-79M19.2	0.1496	0.058
RP11-107M16.2	0	0
GPM6BP2	0	0
KRT8P29	0	0
AC009237.11	0.7822	0.2914
AC097662.2	0.7805	0.375
RPL37P21	0	0
RP11-296A18.6	0.9436	0.8124
TSPY12P	0	0
AC012361.1	0	0
AP001891.1	0	0.024
FAM157A	0	0.0145
RP11-175B9.3	4.3092	3.4785
AC117947.1	0	0.0418
ANKRD54P1	0	0
UBE2L5P	0.9808	0.2375
LINC00608	0.0113	0
CT47B1	0	0
ATG10-IT1	0.1873	0
AC018890.6	0.1171	0.0716
RP11-111F5.1	0	0
AC067956.1	0	0
AC123023.1	0.0822	0.0796
AC003092.1	0	0.0208
RP4-785G19.2	0.3508	0.1133
AC130689.5	0.0706	0
HNRNPA1P22	0.0482	0.0233
SNX2P2	0	0
RP11-523L1.2	0	0.0435
LINC00427	0.2121	0.1541
CTA-796E4.3	0	0
RP11-795J1.1	0	0
KCNMA1-AS1	0.2616	0.0031
RP11-104D3.2	0.0512	0.0662
AC007040.8	0.04	0
AF127577.12	0	0
AC002401.1	0.1949	0.0944
KRT43P	0	0
GCNT1P1	0.0352	0.0171
TRIM26BP	0	0.1173
RP11-8J9.5	0.0283	0
RPS24P1	0	0
AC012513.4	0.0201	0
PKMP1	0.1048	0.0435
AC002331.1	0	0
CTD-3105H18.8	0.2711	0.1576
RRM2P2	0.035	0
RP1-156L9.1	0	0
RP11-753E22.2	0	0
RP11-537I16.2	0.5338	0.4432
RP13-565O16.2	0	0.0303
EIF2S2P3	0.0685	0.0884
RP11-89N17.4	0.0287	0.0093
RP11-7C6.1	0	0.0619
GPS2P1	0.37	0.336
RP11-66A2.2	0	0
AC107081.5	1.1089	0.6335
LINC00896	0.0321	0.1349
RP4-680D5.4	0	0.0982
AC079305.11	0.0482	0
SIX3-AS1	0	0
AC009784.4	0	0
AC087499.7	0.2731	0.6613
RP1-63P18.2	0.181	0
RP5-1050E16.1	0	0
ATP13A5-AS1	0	0
RPL21P133	0	0
AC011284.3	0	0
LINC01231	0	0.0249
RP3-336K20__B.2	0.2994	0.2417
RP11-707P20.1	0	0
RP11-162G10.5	4.1134	2.6474
KLF2P4	0	0
LINC01424	0.752	1.1141
GPC6-AS1	0	0
NPAP1P4	0.062	0
NPM1P40	0.0622	0.1808
AC007278.2	0	0.0184
RP4-742J24.2	0	0.3981
ARF4P2	0.1301	0.294
RP1-125I3.2	0.0537	0
RP13-254B10.1	1.3622	0.5163
AC097711.1	0.0143	0
RP5-945F2.2	0	0
AL035610.2	0.0048	0.0697
AC009413.2	0.0572	0.1661
H3F3BP1	0.4527	0.1644
RC3H1-IT1	0.0509	0.0493
AC003986.7	0	0.0958
ZNF863P	0	0
HNRNPA1P54	0.0047	0.0023
AC006547.13	1.9313	1.5492
VN2R9P	0.0239	0
MED28P7	0.2581	0.0834
RP11-98L5.5	0.2258	1.4215
AC008060.8	0	0
AP001619.3	0.1165	0.2634
RP1-118J21.5	0	0
RNF217-AS1	0	0.0049
AC079807.3	0.1503	0.0971
RP4-673D20.5	0	0
RPL13AP5	43.8173	63.1249
ASNSP3	0	0.0677
AC115115.4	0	0
RP11-443O13.3	0	0
RP11-243J16.7	0.5487	0.6497
RP11-396M11.1	0.0592	0.1721
YWHAQP5	0.165	0.0479
HNRNPA3P5	0.5201	0.2917
TCF3P1	0.3179	0.1368
HNRNPA1P73	0	0
RAD23BP1	0	0.018
RP6-29D12.3	0	0
AC006369.3	0	0
RP11-340I6.4	0	0
RP11-22B10.3	0	0
SNRPGP14	4.3732	2.6224
RP11-95P9.1	0	0.0699
STARD13-AS	0.3018	0.0386
PRPF38AP2	0.0268	0.1038
AP004290.1	0.0161	0
MTATP6P4	0	0
RP11-162J8.3	0	0.1699
S100A11P2	0	0
RPS27AP14	0	0.0973
MED15P5	0	0
AC092568.1	0	0
IGHD7-27	0	0
TCEB1P26	0	0
RP4-669L17.2	0	0
RANP1	0.2802	0.7465
LYPLA2P3	0	0
AC023115.4	0	0.0385
RP11-93H12.3	0	0
EEF1DP8	0	0
EIF4A1P6	0	0.0183
ZNF853	0.5262	0.2004
SOCS5P1	0	0
AP000343.2	0.1977	0.2554
KRTAP19-11P	0	0
AC010086.5	0	0
BAK1P2	0	0.035
RP11-46H11.12	1.3969	0.8756
PITPNA-AS1	12.7477	10.3106
XKRYP3	0	0
OR52E1	0	0
MTND5P17	0	0
RP11-252P19.1	0	0.0787
AC016903.1	0	0
RP11-35J1.1	0	0
RP11-211A18.1	0.0528	0.0511
IFNA4	0	0
RP5-905H7.4	0	0
CTA-221G9.7	0	0
RP11-175D17.3	0.037	0
LAMTOR5P1	0	0.0818
AC009947.5	0	0
RP11-473A10.2	0	0
DLX2-AS1	0	0.0233
AC005235.1	0	0
AC079780.3	0.1102	0
AC023347.2	0	0
RP11-144L1.4	0	0
RP11-83J21.3	0	0
FAM90A7P	0	0
RP11-108L7.4	0.3334	0.1938
AP001631.9	0.4863	0.1047
AC011998.1	0	0
AC114808.2	0	0.0412
POTEH-AS1	0	0
AC104076.2	0.0486	0.0471
RP11-85O21.2	0	0
KRT18P5	0.159	0.3251
PRKG1-AS1	0.5	0.815
RP11-69I8.2	0	0
RP4-792G4.3	0	0
MTX1P1	1.3878	0.9225
RP5-837I24.4	0	0
AP000688.11	0	0.0495
LINC00347	0	0
RP4-669L17.1	0	0
RP11-296P7.4	0.0921	0.0357
DSTNP5	0	0
AC068282.3	2.2125	2.1267
HMGA1P1	0.0215	0
BZW1P1	0.0368	0.0891
RP11-323H21.3	0	0.0266
RP5-837O21.3	0	0
AC007274.5	0	0
NDUFA4P2	0	0
RP11-1217F2.9	0	0
HNRNPA1P47	0.0245	0
EIF1AXP1	0.996	0.6601
ARHGEF38	0.0873	0.0583
LINC01010	0.0618	0.2907
RP11-549A6.1	0	0
MYB-AS1	0.0508	0
CNOT4P1	0	0
AC073316.1	0	0
DAPK1-IT1	0.0974	0.1259
AC108448.2	0.3748	0.0605
SMAD9-IT1	0	0
AC079448.1	0.1834	0
RP11-363I22.3	0.4279	0.3553
AC005592.1	0	0
RP11-478H13.1	0	0
RP11-100G15.10	0	0
RBMY2QP	0	0
OVAAL	0	5.2068
RP11-63B19.1	0	0
RP11-359I18.1	0	0
RP5-1024G6.2	0.3531	0.432
RP11-252M18.3	0.4692	0
RP4-801G22.2	0.2709	0.0437
AC094019.4	0.7247	0.7488
RP11-203L2.4	0	0
RPL31P63	0.4257	0.4123
UQCRC2P1	0	0
GAGE12B	0	0
CLIC4P1	0.2131	0.1239
RP11-411K7.1	0	0.9857
RP4-560B9.4	0	0
RP5-857K21.15	0	0
RP11-168O22.1	0	0
YRDCP2	0.1421	0.1376
LINC01282	0	0.0251
AC009500.2	0	0
AC009237.16	0	0
LINC01186	0	0
MKLN1-AS	1.1758	2.2536
AC004019.13	0.0698	0.0451
DNAJC9-AS1	0.1189	0.1016
MTUS2-AS2	0	0
AC019118.3	0.0479	0.0232
CTAGE9	0.0098	0.0095
RP11-159H3.1	0.3102	0.2254
TRMT112P4	0	0
COX7A2P2	0.0912	0.3534
RP11-1029M24.1	0.0834	0.2019
RP11-168P8.5	0	0
AC079325.5	0	0
RP5-1184F4.5	0.1388	0.0448
RP11-365O16.1	1.382	0.9562
RP11-551G24.3	0.0363	0
RPL21P23	0.3966	0.2401
RP11-108B14.1	0	0
INTS6-AS1	0.5362	0.4299
RP11-430C7.2	0.2151	0.1823
AC078941.1	0	0.0238
RP11-96L14.7	0.4949	0.2226
RPS15AP27	0	0.0644
AC007248.7	0	0
TSPY15P	0	0
LINC00299	0.0361	0.11
OR2AI1P	0.0245	0
RP11-142L4.2	0.0515	0
BCRP8	0.1788	0.2599
AC006004.1	0	0
RP11-462B18.3	0.2696	0.3171
SPA17P1	0	0
RP11-383C6.2	0.1989	0.2568
RP11-534L6.2	0	0
RPL24P8	1.9243	2.097
SDAD1P4	0.0139	0
RPS3AP12	0.0606	0
RPL7AP15	0.0287	0
AC092066.6	0	0.2787
SNX25P1	0.1094	0.3443
TCEB3-AS1	2.7594	2.1154
GAPDHP2	0.0685	0.0664
BTF3P8	0.0867	0.042
RP11-446E9.1	0.0974	0.2454
ANKRD20A7P	0.4534	0
RP11-978I15.10	0	0
ARL5AP2	0	0
LINC01563	0.0304	0
RP11-137J7.2	0	0
RP1-249F5.3	0	0
BCYRN1	0.0017	0.0066
RP11-211N8.5	0	0
LINC00529	0	0
DMD-AS3	0	0
Z97634.3	0.4778	0.27
CBR3-AS1	0.0297	0.0235
YME1L1P1	0	0
AC073465.2	0	0
AC024560.2	0.124	0.1201
LINC00421	0	0
PCYT1B-AS1	0	0
AC139712.4	0	0
AC090617.1	0	0
RP11-3P22.1	0	0
AC007750.5	0.0055	0.0266
RP11-399K21.10	0	0
AC091633.2	0.6735	0.233
RP11-239E10.2	0	0.036
AC018892.3	0.0329	0
RP11-401L13.5	0.3442	0.5001
LINC01474	0.0357	0.0691
BMS1P20	3.2355	4.0172
RP11-3D23.1	0.0212	0.0615
OR2R1P	0	0
AL121656.5	0	0.2291
AC105393.1	0	0
RAP1BP1	0	0
CTA-992D9.6	0.0096	0
NIFK-AS1	3.0531	1.2508
RPL39P29	0	0
AC006378.2	5.4856	5.0359
RPS20P24	0.0632	0.0612
RPL23AP23	0	0
RP11-44H4.1	0	0
AL157902.3	0.7733	0.5061
RP3-522J7.5	0.3923	0.095
RP11-944L7.4	1.4002	0.9203
RP1-223D17.1	0	0
LINC00106	13.9437	4.0296
RP11-291L19.1	0	0
RP1-66N13.1	0.0564	0.1093
DDX11L5	0.0697	0
TMSB4XP1	0.8446	0.1636
RP11-443K8.2	0	0
AC012363.7	0.0344	0.4671
RP3-384D21.2	0	0
LINC01554	0.3209	0.3858
AP001615.9	0	0
AC018731.3	0	0
AC007563.5	0	0
RP11-389O22.5	0.2627	0.2036
RPS20P5	0	0
RP11-38J22.1	0	0
XXbac-B476C20.11	0.5429	0.2104
RP11-482E14.2	0	0
ASS1P7	0.0186	0
RP11-128B16.3	0.739	0.3068
RP11-535C21.3	0.3403	1.6484
AC113331.9	0	0
TIMM9P1	0	0
MIR600HG	4.7138	6.4264
RP11-348H3.2	0.1428	0.2306
RP11-548K12.3	0	0
RP5-1063M23.2	0	0.0147
OR2P1P	0	0
RP11-78B10.2	0	0
AC025750.5	0.0507	0
RP11-1008C21.2	0.089	0.0246
RP4-651E10.4	0.3058	0
DNAJA1P2	0	0.0185
RP11-347H15.6	0	0
RP11-111D3.2	0	0
RP11-408N14.1	0.0515	0.0997
LINC01378	0	0.0055
RP11-390F4.6	0.0867	0.252
RP11-792A8.1	0.0875	0.1696
RP11-699A7.1	0	0
RP11-852E15.1	0	0
CEACAMP8	0	0
AP003774.1	2.4771	3.1226
RP3-329E20.2	0.2839	0.1833
PTGES3P4	0	0.3723
AC003092.2	0	0.0991
BAALC-AS2	0	0.0861
RP11-98D18.7	0	0.0478
RP11-366M4.8	0.1174	0
RP11-6B6.3	3.4237	1.6269
CCDC58P2	0	0
HNRNPA1P70	9.3561	2.0524
RP11-98G7.1	0	0.0446
RP11-154H17.1	0	0
RP5-1051D14.1	0.0383	0
AC007359.6	0	0
ZDHHC20-IT1	0.2591	0.1004
NF1P8	0	0
RP11-451O13.1	0.0107	0
RP11-264A11.1	0	0
SULT1D1P	0	0
RP11-265G8.3	0	0
RP1-261G23.5	0	0
LINC01141	0	0.007
OR52N3P	0	0
RP11-216M21.4	0	0
RP11-298E9.5	0	0
GGT8P	0.0429	0
FABP5P1	0	0
GAPDHP51	0	0.0221
RP5-1065P14.2	0	0
RP11-165H4.2	0.5806	0.5369
ANKRD44-IT1	0.6399	0.5992
RP11-575M4.1	0	0
C3orf84	0	0.05
OR10G9	0	0
BLOC1S2P1	0	0
LINC00614	0.0707	0
RP5-1195D24.1	0	0
RP11-544A12.4	0.128	0.1897
NDUFA5P8	0.1318	0
RP11-402K9.1	0	0
AC142119.1	0	0
RP11-433J20.1	0	0.0193
EDRF1-AS1	2.9349	1.0106
RPL12L3	1.0468	0.6613
GAPDHP21	0	0.0875
YBX1P9	0	0
MLIP-IT1	0	1.271
RP11-203L2.3	0.201	0.3363
ATP2B2-IT1	0	0
PTMAP6	0	0
WASF3-AS1	0	0
RP11-92J19.3	0	0
RP4-612C19.1	0.1421	0.2064
ZNRF2P1	0.4118	1.0969
HIGD1AP15	0	0
KRT18P52	0	0
AL591704.5	0	0
GLIS3-AS1	0.0932	0
RP11-98G13.1	0	0
AC010987.6	0	0
AC004074.4	0.0215	0
CTA-984G1.5	7.9366	1.6638
AC013410.1	0	0
AC012314.8	2.7146	1.4715
GS1-433O24.1	0	0
IGHD1-20	1.3413	48.0745
RP3-486I3.7	0.2849	0.138
USP9YP3	0.1033	0
RPL21P33	0	0.0456
RP1-315G1.1	0.0968	0.0937
RP11-328P23.2	0	0
RP11-16C18.3	0.0195	0.0189
AC008067.2	0	0.0461
RP11-398C13.2	1.2625	0.0749
CASP3P1	0	0
AC109589.1	0	0
ZEB1-AS1	1.3214	2.3063
NDUFA6-AS1	1.0206	0.5346
USP17L8	0	0
AC018738.2	5.6464	28.2941
DPH3P2	0	0
AC007679.4	0	0.0534
MICG	0	0
TTTY12	0	0
RPL34P1	0	0.0624
FUCA1P1	0	0
PRMT5-AS1	0.5283	0.3527
AC097374.3	0	0
AC015922.6	0	0
RP13-436F16.1	0	0.0592
RP11-956J14.1	0.0475	0
RP11-308N19.3	0	0
RP4-550H1.5	0.037	0
EIF3IP1	0.0236	0.0228
NANOGP4	0	0
RPL5P2	0	0
TTTY23B	0	0
AC005550.3	0	0
RP11-232A1.2	0	0
RP11-168K11.2	0.1732	0.5592
RP11-6J21.2	0.0249	0
RP5-836J3.1	0.1669	0.0647
AC105399.2	0.0546	0.3171
EHMT2-AS1	0.1834	0.1777
COX5BP6	0.4323	2.0937
RP11-132E11.4	0	0
AC127391.3	0	0
AC068134.6	0	0
RP11-73E6.2	0.1736	0.0561
PCNPP4	0.0441	0
RP11-342M1.6	0.0172	0
LINC01065	0	0
RP4-669L17.10	0.0571	0.1521
GYG1P2	0	0
RP11-365O16.6	0.0517	0.1002
AC018890.4	0	0
FABP5P15	0	0
RP11-256G5.1	0	0
RPL21P111	0	0
TAAR9	0	0
IGHJ3P	64.7602	765.5805
RP1-131F15.2	0.0281	0.0726
CYP2F2P	0.2159	0.1046
LINC01056	0	0.0537
PIEZO1P2	0	0.0203
FAM90A19P	0	0
MTND2P11	0	0
HAND2-AS1	0	0.0022
AC073254.1	0.2143	0.1305
LL22NC03-84E4.8	0.0901	0
RP11-351M16.3	0	0
Z95114.7	0	0
MRPS6P2	0	0
RP1-69E11.3	0	0.0891
AC020594.5	1.1469	1.9605
DDX10P1	0.0354	0.0343
C4orf51	0.022	0.0853
RP11-408A13.2	0	0
HUNK-AS1	0	0
RP11-137L10.5	0	0
HSPE1P16	0	0
DNAJC19P1	0.0715	0
HIGD1AP2	0	0
ZNF503-AS2	0.0068	0.0264
DLEU7-AS1	0	0.0367
RP11-132E11.2	0	0
MCFD2P1	0.38	0.2945
RP11-472F14.4	0	0
CNTFR-AS1	0	0
AC004022.7	0	0
RP11-32B5.1	0	0.0998
RP11-443F16.1	0	0.0602
RP4-771M4.2	0	0.0729
SLC25A15P2	0	0
AC007163.3	0	0.0108
AC128709.2	0.0364	0
RP11-452K12.3	0.4138	0.3117
RPS7P15	0	0.1135
GS1-466O4.5	0	0
B3GNT9	3.1347	4.8993
RP5-866L20.2	0	0
RP11-415D17.3	0	0.0099
NME1P1	0	0
RP11-813P10.2	0.6241	0.5115
AC019080.1	0.4051	0
AC007392.4	0	0
CYP46A4P	0	0
AC147651.4	1.3102	19.9127
RP11-402P6.3	0	0
KRTAP9-10P	0	0
VN1R66P	0	0
RP11-229A12.2	0.1098	0
NR2F1-AS1	0.003	0.0114
RP11-337C18.8	1.2227	0.3907
RP11-85G21.2	0	0
CDKN2AIPNL	12.1347	16.2802
RP11-275O4.4	0	0
SNAI1P1	0	0
DLGAP5P1	0	0
IGHD1-7	91.2115	3.8979
ZBTB40-IT1	6.2645	1.8609
AJ239321.3	0	0
RPL7P34	0	0
IMPDH1P4	0.0149	0.0288
RBM17P3	0	0
RP11-13E5.2	0	0.1037
RP11-339F13.2	0	0
SETP4	1.4186	1.0433
RP11-569G13.2	0.1735	0.1541
RPL23AP22	0	0
RP11-12M9.3	2.39	3.0362
ABC12-47043100G14.2	0	0
AC008074.5	0.3189	0.5664
AC104777.3	0	0
PPEF1-AS1	0	0
AC090505.6	0.0109	0.0053
SULT1C2P1	0.0341	0.022
RP11-109A6.2	0	0
OR13K1P	0	0
RPS3AP39	0	0
RP5-1155K23.4	0	0
KRTAP2-5P	0	0
ZNF295-AS1	0.7696	0.3565
TMEM26-AS1	0.0793	0.0512
RP1-142L7.5	0	0
TRDD2	0	0
RP11-548K12.11	0	0
BMS1P10	0.1018	1.9919
BTF3P15	0	0.0657
AC022173.2	0.1581	0.7273
MBD3L5	0	0
LINC00987	0.1291	0.1966
RP1-102G20.2	0	0.0559
RP11-193H5.1	0	0
AC072061.2	0	0
RP11-322A17.1	0	0.0958
TRBV30	0	0
PGAM3P	0	0
MTND2P8	0	0.1077
RP4-568F9.3	0.1768	0.1712
AC073069.2	0	0.0501
Metazoa_SRP	0	0
AC068492.1	0	0.3768
MAPK6PS3	0.0211	0
FTH1P11	1.0346	0.4009
RP11-402P6.9	0.0463	0
AC010729.3	0	0
LINC01519	0	0
RP13-492C18.2	0	0
RBMY2TP	0	0
AC009498.1	0	0
OR51R1P	0	0
RSL24D1P8	0.0927	0.1347
GTF3AP1	0	0
RP11-552J9.11	0	0
ANO7P1	1.2834	0.9657
RLIMP2	0	0
RP4-631H13.5	0	0
RP11-96C23.9	0.1326	0.0963
CATIP-AS2	0.0852	0.1239
LINC00851	0	0
RP11-316I3.1	0	0
HNRNPA1P2	0.38	0.092
AC004906.3	0.0235	0.5471
CKMT1B	0.0066	0.0318
LINC01343	0	0
RP11-540K16.1	0.3077	0.3643
AC007099.2	0	0
EIF4BP9	0.0452	0.0146
SMG1P1	0.2945	0.3793
RP11-631M21.6	0	0
TTN-AS1	0.5244	0.1797
LA16c-60G3.6	0	0
RP11-522L3.3	0	0
RP4-680D5.2	0.0641	0.1553
OFD1P11Y	0	0
HIGD1AP8	0	0.0806
HSPE1P22	0	0.0675
SRRM1P3	0.0596	0.033
AC009237.5	0	0
MTND2P6	0	0
GS1-124K5.4	7.601	8.2627
RP6-159A1.3	0	0
RP11-475C16.2	0	0
RPL12P39	0	0
RP1-288L1.4	0	0
RP4-809F4.1	0.0244	0.0236
RP1-136J15.1	0	0
AC019064.1	0	0
RP11-374A22.1	0	0
RPL7L1P10	0	0
AC009892.9	0	0
RP11-439H8.4	0	0.0471
AP000563.2	0.1805	0.0291
AC113608.1	0	0
UPP2-IT1	0.0639	0
RAI1-AS1	0.0315	0.0305
RP11-201O14.1	0.09	0
RNF223	0	0.0465
XIAP-AS1	0.0473	0.1375
RP11-230L22.4	0	0.0306
RP11-567C20.2	0	0
FTCD-AS1	0	0
LINC01502	5.2481	11.0281
SYP-AS1	0	0
AL132796.1	0	0
RP11-763B22.4	0	0
RP11-344N17.11	0	0
RP3-448I9.2	0	0.1355
AC004461.4	0	0.1644
RP5-1065J22.2	0.1612	0
CDC42P6	0.5542	0.7286
CTD-2522E6.4	0.0914	0.2124
RP11-145M4.3	3.5138	1.4536
PATE4	0	0
OR52S1P	0	0
AL163953.3	0.1167	0.0617
RP11-475I24.3	0.504	0.0257
AC007064.25	0	0
RP11-509J21.2	0.1566	0.091
CHCHD4P2	0	0
TUSC8	0	0
AP006288.1	0	0
RP11-334N17.1	0	0
AC010907.2	0	0
RP13-152O15.5	0	0
UNQ6494	0	0
BRWD1-IT1	0.0933	0
AC007680.2	0	0
AC005703.2	0	0
RP11-473M10.3	0	0
CBX1P3	0	0
HOXD-AS2	0	0
RP3-455H14.1	0	0
RPL21P121	0.049	0.475
CNN2P11	0.087	0
RP11-165J3.5	0.0356	0.1378
CTA-407F11.7	0	0
OR4A47	0	0
RP11-402L1.4	0	0
RP11-139I14.2	0	0.004
LINC01384	0	0
HLA-DPA3	0	0.0965
PITRM1-AS1	1.795	0.556
AC006960.7	0	0.0416
LINC01304	0	0
CAMTA1-IT1	0.1249	0.121
RP3-471C18.2	0	0
NDUFA9P1	0.0603	0.0195
KB-1183D5.14	0	0
ART2BP	0	0
RP11-226L15.1	0.3729	0.9806
AP001092.4	0	0.1413
PRSS56	0	0
MGC27382	0	0
RP11-321L2.2	0	0.0322
NRBF2P3	0.0527	0.0255
RP11-465K1.2	0.0241	0
XRCC6P1	0.0505	0.0122
AC069257.6	0.2942	0.285
RP11-885N19.6	0	0
RP11-305L7.3	0	0.131
LINC01522	0	0
FOXD2-AS1	0.4272	0.7659
RPSAP2	0	0
ZIK1P1	0	0
TOMM22P1	0	0
LL22NC03-22A12.9	0.0146	0
RP1-159A19.4	0.1612	0
RPS7P12	0	0
AC097639.8	0.1035	0.1003
RP11-15P13.1	0.1096	0.1327
RP11-147C23.1	0	0
RP11-312B8.1	0.6044	0.6387
ASS1P12	0.8177	1.1701
CECR7	6.5622	0.974
RP1-127L4.10	0	0
ZNF737	6.3982	0.3183
RGL2	26.2728	8.9161
HNRNPA1P57	0	0.0174
OR13D2P	0	0
AP001342.1	0	0
CTA-520D8.2	0	0
RHEBP3	0	0
CDC27P2	0	0.023
TAAR4P	0	0
RP11-671J11.1	0.0486	0
CDK2AP2P2	0.2485	0.4815
BHMG1	0	0.0402
RP11-67L3.2	0.9307	0.1288
RP11-154D3.1	0.0563	0
LINC01351	0	0
TUBB4BP3	0	0
RP11-233E12.1	0	0
RP11-554F20.1	0.1477	0.0858
RP11-280O1.2	0	0
RP3-461P17.9	0	0
RP4-736H5.2	0	0
USP9YP35	0	0
RP11-715G15.1	0	0
TUBB8P10	0	0
DCLRE1CP1	0	0.047
AC073115.6	0	0
AP000361.2	0	0
RP11-324C10.1	0	0
RPL7P53	0.0309	0
XXbac-B135H6.15	0.1	0.1615
AC093911.1	0	0
RP5-926E3.1	0	0
AC007557.2	0	0
RP5-947P14.1	0	0
RP4-803J11.2	0.285	0.1381
RP11-423E7.1	0.205	0.1489
AP000476.1	0.1239	0.8089
SGOL1-AS1	0.1069	0.1554
VN1R48P	2.135	0
LINC00959	1.1069	0.9867
RP13-926M18.1	0	0
RP11-206L10.9	0.9589	1.1491
OR2L9P	0	0
RP11-603J24.7	1.4724	0.4388
RP11-753B14.1	0	0
AC010105.1	0	0
RP11-356I2.4	3.146	0.7024
RP11-526P5.1	0	0
RP11-816B4.1	0	0
RP5-998N21.3	0	0
PKN2-AS1	0.0127	0.0123
RPSAP15	1.0064	0.5131
AC008268.2	0.0102	0.0295
UNC5B-AS1	0	0.0625
RP11-325F22.2	37.5343	12.1763
PTP4A1P7	0	0.043
SHISA9	0.0022	0.0065
DGCR5	0.0429	0.1008
RP11-443B7.2	0	0
OR7E24	0.0147	0
NONOP2	1.13	0.5024
LINC00857	0	0
AC114783.1	0.0227	0
AC012668.2	0.0112	0.0109
AF241725.6	0	0
RP11-234P3.4	0	0
RP11-439K3.3	0	0.0419
RP3-449H6.1	0	0
RP11-309M23.1	0.698	0
AC012451.1	0	0
LINC00383	0	0
GS1-594A7.5	0	0
RP11-730A19.7	0	0
HLA-DQA2	0.3142	2.3045
AC009960.5	0	0.0861
XKRYP6	0	0
IGHJ2P	1.5202	5.5221
TTLL11-IT1	0	0.042
AC092570.3	0	0.0637
UBE2Q2P6	172.3732	105.7897
AC096775.2	0	0.1479
RP11-415A20.1	0	0
RP11-140C18.2	0.1036	0
RP5-862K6.4	0	0
KCND3-AS1	0.0293	0
YWHABP1	0.0627	0.0304
CDY7P	0	0
LINC01497	0	0
TTTY21B	0	0
SSU72P5	0	0
AC090955.5	0	0
RP3-359N14.2	0	0
RP4-620F22.2	0	0
TUBAP	0	0
AC073284.4	0	0
RP11-373D7.1	0	0
AC079776.3	0	0
PYY2	2.5643	0.9854
AC097495.2	1.7027	0.2911
RP11-174M13.1	0	0
LINC01514	0	0
GCSHP3	0	0
AC005538.5	0	0
AC093166.1	0	0.0695
RAC1P4	0.1969	0
LINC00407	0	0
RP11-383J24.2	0	0.3155
RP11-66D17.3	0	0
HMGN1P32	0.0891	0
RP11-20J15.2	0	0
IGKV1OR10-1	10.3964	4.4982
RP11-317B3.2	0	0
AP000251.3	0.5548	0.5374
RP11-112L6.3	1.6931	0.436
RP13-143G15.4	0	0.0067
AP000358.5	0	0.2832
HMGB3P12	0	0
AP001056.1	0.8332	0.0269
RP11-343H5.6	0.7643	0.8021
RP11-203P23.2	0	0
AF064858.10	0.0781	0.3782
OR4C50P	0	0
Metazoa_SRP	0	0
AP002856.7	0	0
FAM138A	0	0
AC073257.2	0	0
USP9YP32	0	0
AC013410.2	0	0
BTBD7P2	0	0
OR3B1P	0.0255	0.0247
GCNT1P5	0	0
OR9A1P	0.0241	0
TCEB1P18	0	0
RP11-571E6.1	0	0
OXCT2P1	2.9413	0.4317
RP11-406A20.1	0	0
RP11-522L3.4	0	0
UQCRHP2	0.2375	0.2301
NIFKP9	0	0
RP11-72B4.2	0.0401	0
S100A11P1	0.0731	0.0708
AC104623.2	0.132	0.0959
XX-2136C48.8	0	0
ANKRD26P3	0	0.008
FRY-AS1	0.0818	0
AC007386.2	1.5108	0.7996
RP11-368M16.5	0	0
RP4-604G5.1	0.0671	0
RP11-690I21.1	2.3531	1.0311
HMGB3P5	0	0.1444
RP11-462G2.1	0	0.1113
RP11-521A24.1	0	0
HLCS-IT1	0.3435	0.1248
ERICH1-AS1	0.0062	0
KIFC1	1.1384	4.7016
OR11Q1P	0	0
C2orf74	3.8682	2.3765
RP11-655G22.2	0	0
AP003025.2	0	0
AC073834.3	0	0
RP5-968D22.3	0	0
RNASEH2CP1	0.0454	0
RP11-169L17.5	0	0.0307
SOCS2P1	0	0
DNAJC19P7	0	0.0642
LINC00316	0	0
GRM7-AS2	0	0
AC108868.3	0	0.0417
LINC01115	0	0
RPS15AP38	0.5517	0.5938
HCG4P3	1.0989	2.6834
AC080094.1	0	0
GAGE12C	0	0
KRR1P1	0.4828	0.8252
GSTA7P	0	0
TEX36-AS1	0	0
RPL30P4	0.4793	0.2653
VDAC1P11	0.1606	0.1296
RP3-514P16.1	0.0127	0.0247
RPSAP35	0	0
RP11-360O19.4	0	0
RP5-1120P11.1	0.0199	0.1539
LINC00686	0	0
AC007064.24	0	0
IFNWP2	0	0
IRGM	0.01	0.0195
RP11-199F6.4	0	0
RP11-219C24.6	0	0
ATP5JP1	0.1416	0.2058
TRBV3-1	0	0
AP004289.2	0	0.0758
AC008937.2	2.0261	0.5709
TRIM51EP	0	0
RP5-1018K9.1	0	0
RP11-445O16.2	0.0295	0.0286
EEF1A1P28	0.2275	0.0945
RP11-39K24.13	0.8249	0.1998
AC006000.5	0	0
P4HA2-AS1	0	0
RP3-400B16.3	0	0
RP11-402P6.4	0	0
AC009095.4	1.4101	0.4331
RP1-179N16.3	8.7944	0.5724
AC011995.1	0	0
AF064858.11	0	0.4774
MTND1P29	0	0
RP11-386O9.2	0.1321	0.0853
RP3-453P22.2	0	0
AC002075.4	1.5383	0.4383
RP11-459A10.1	0.2617	0.3983
RNGTTP1	0	0
AC010980.2	0.6751	0.0086
RP11-298E2.2	0	0
AP000473.6	0	0
DCTN1-AS1	0.079	0.0557
RNF216-IT1	0.0677	0.2622
NPAP1P3	0.0144	0
AC002368.4	0	0
RP11-624M8.1	0.2723	0.1212
FBP2P1	0	0
